id;Kanji;Strokes;JLPT-test;"Name of Radical";"Reading within Joyo";"Reading beyond Joyo"
582;悟;10;1;"Kokoro, Risshinben, Shitagokoro";ゴ、さと-る;
1094;髄;19;1;"Hone, Honehen";ズイ;
1606;派;9;1;"Mizu, Sanzui, Shitamizu";ハ;
1862;冒;9;1;Hirabi;ボウ、おか-す;
2118;郎;9;1;Oozato;ロウ;
327;揮;12;1;Tehen;キ;
583;碁;13;1;"Ishi, Ishihen";ゴ;キ
1095;枢;8;1;"Ki, Kihen";スウ;とぼそ
1351;弾;12;1;"Yumi, Yumihen";ダン、ひ-く、はず-む、たま;はじ
1863;剖;10;1;"Katana, Rittoo";ボウ;
2119;朗;10;1;"Tsuki, Tsukihen";ロウ、ほが-らか;
840;芝;6;1;Kusakanmuri;しば;シ
1096;崇;11;1;"Yama, Yamahen";スウ;シュウ、たか、あが
1352;暖;13;1;"Nichi, Nichihen";ダン、あたた-か、あたた-かい、あたた-まる、あたた-める;ノン
1608;覇;19;1;Nishi;ハ;
1864;紡;10;1;"Ito, Itohen";ボウ、つむ-ぐ;
2120;浪;10;1;"Mizu, Sanzui, Shitamizu";ロウ;なみ
329;棋;12;1;"Ki, Kihen";キ;
2121;廊;12;1;Madare;ロウ;
74;詠;12;1;"Gon, Gonben";エイ、よ-む;うた
330;貴;12;1;"Kai, Kaihen";キ、たっと-い、とうと-い、たっと-ぶ、とうと-ぶ;
586;護;20;1;"Gon, Gonben";ゴ;まも
1098;据;11;1;Tehen;す-える、す-わる;
1354;壇;16;1;"Tsuchi, Tsuchihen";ダン、[タン];
1610;婆;11;1;"Onna, Onnahen";バ;ポ
1866;傍;12;1;"Hito, Ninben, Hitoyane";ボウ、かたわ-ら;ホウ
2122;楼;13;1;"Ki, Kihen";ロウ;
75;影;15;1;Sanzukuri;エイ、かげ;ヨウ
331;棄;13;1;"Ki, Kihen";キ;す
1099;杉;7;1;"Ki, Kihen";すぎ;サン
2123;漏;14;1;"Mizu, Sanzui, Shitamizu";ロウ、も-る、も-れる、も-らす;
844;舎;8;1;"Hito, Ninben, Hitoyane";シャ;
77;衛;16;1;Gyoogamae;エイ;エ、まも
333;旗;14;1;"Hoo, Hoohen";キ、はた;
1101;寸;3;1;Sun;スン;
334;器;15;1;"Kuchi, Kuchihen";キ、うつわ;
846;射;10;1;Sun;シャ、い-る;
1102;瀬;19;1;"Mizu, Sanzui, Shitamizu";せ;
79;疫;9;1;Yamaidare;エキ、[ヤク];
591;孔;4;1;"Ko, Kohen";コウ;ク、あな
1103;是;9;1;"Nichi, Nichihen";ゼ;こ
1615;肺;9;1;"Niku, Nikuzuki";ハイ;
80;益;10;1;Sara;エキ、[ヤク];ますます、ま
336;輝;15;1;"Kuruma, Kurumahen";キ、かがや-く;て
592;功;5;1;Chikara;コウ、[ク];いさお
848;赦;11;1;Aka;シャ;ゆる
1104;井;4;1;Ni;セイ、[ショウ]、い;
1360;致;10;1;Itaru;チ、いた-す;
1616;俳;10;1;"Hito, Ninben, Hitoyane";ハイ;
1872;膨;16;1;"Niku, Nikuzuki";ボウ、ふく-らむ、ふく-れる;
593;巧;5;1;"E, Takumihen";コウ、たく-み;
849;斜;11;1;Tomasu;シャ、なな-め;
1873;謀;16;1;"Gon, Gonben";ボウ、[ム]、はか-る;
338;騎;18;1;"Uma, Umahen";キ;
850;煮;12;1;"Hi, Hihen, Renga";シャ、に-る、に-える、に-やす;
1362;痴;13;1;Yamaidare;チ;
1618;排;11;1;Tehen;ハイ;
83;悦;10;1;"Kokoro, Risshinben, Shitagokoro";エツ;よろこ
595;甲;5;1;"Ta, Tahen";コウ、カン;きのえ、かぶと
851;遮;14;1;Shinnyoo;シャ、さえぎ-る;
1363;稚;13;1;"Nogi, Nogihen";チ;いと、わか
2131;賄;13;1;"Kai, Kaihen";ワイ、まかな-う;
340;宜;8;1;Ukanmuri;ギ;よろ、むべ
852;謝;17;1;"Gon, Gonben";シャ、あやま-る;
1620;廃;12;1;Madare;ハイ、すた-れる、すた-る;
85;謁;15;1;"Gon, Gonben";エツ;
341;偽;11;1;"Hito, Ninben, Hitoyane";ギ、いつわ-る、にせ;
853;邪;8;1;Oozato;ジャ;よこしま、や
1621;輩;15;1;"Kuruma, Kurumahen";ハイ;ともがら
1877;朴;6;1;"Ki, Kihen";ボク;ほお
2133;惑;12;1;"Kokoro, Risshinben, Shitagokoro";ワク、まど-う;
86;閲;15;1;Mongamae;エツ;
342;欺;12;1;Akubi;ギ、あざむ-く;
854;蛇;11;1;"Mushi, Mushihen";ジャ、ダ、へび;
1878;牧;8;1;"Ushi, Ushihen";ボク、まき;モク、か、が
2134;枠;8;1;"Ki, Kihen";わく;
343;義;13;1;Hitsuji;ギ;よ
599;后;6;1;"Kuchi, Kuchihen";コウ;ゴ、きさき
855;尺;4;1;Shikabane;シャク;セキ
1879;睦;13;1;"Me, Mehen";ボク;むつ
1368;逐;10;1;Shinnyoo;チク;お
1624;梅;10;1;"Ki, Kihen";バイ、うめ;メ
1880;僕;14;1;"Hito, Ninben, Hitoyane";ボク;
89;沿;8;1;"Mizu, Sanzui, Shitamizu";エン、そ-う;
345;儀;15;1;"Hito, Ninben, Hitoyane";ギ;
601;江;6;1;"Mizu, Sanzui, Shitamizu";コウ、え;
857;酌;10;1;"Tori, Torihen";シャク、く-む;
1113;征;8;1;Gyooninben;セイ;い、ゆ
1369;蓄;13;1;Kusakanmuri;チク、たくわ-える;
1625;培;11;1;"Tsuchi, Tsuchihen";バイ、つちか-う;
1881;墨;14;1;"Tsuchi, Tsuchihen";ボク、すみ;
90;炎;8;1;"Hi, Hihen, Renga";エン、ほのお;
346;戯;15;1;"Hokogamae, Hokozukuri";ギ、たわむ-れる;ゲ、ざ
858;釈;11;1;Nogome;シャク;
1626;陪;11;1;Kozatohen;バイ;
1882;撲;15;1;Tehen;ボク;
347;擬;17;1;Tehen;ギ;
859;爵;17;1;Tsumekanmuri;シャク;
1371;秩;10;1;"Nogi, Nogihen";チツ;
1627;媒;12;1;"Onna, Onnahen";バイ;なかだち、なこうど
1883;没;7;1;"Mizu, Sanzui, Shitamizu";ボツ;モツ、モッ
92;宴;10;1;Ukanmuri;エン;うたげ
348;犠;17;1;"Ushi, Ushihen";ギ;
604;坑;7;1;"Tsuchi, Tsuchihen";コウ;あな
1116;斉;8;1;Sei;セイ;ザイ、ひと
1372;窒;11;1;"Ana, Anakanmuri";チツ;
93;媛;12;1;"Onna, Onnahen";エン;ひめ
605;孝;7;1;"Ko, Kohen";コウ;
1629;賠;15;1;"Kai, Kaihen";バイ;
1885;堀;11;1;"Tsuchi, Tsuchihen";ほり;ほ
94;援;12;1;Tehen;エン;
350;菊;11;1;Kusakanmuri;キク;
606;抗;7;1;Tehen;コウ;あ
862;寂;11;1;Ukanmuri;ジャク、[セキ]、さび、さび-しい、さび-れる;
351;吉;6;1;"Kuchi, Kuchihen";キチ、キツ;よ
607;攻;7;1;Nobun;コウ、せ-める;おさ
1119;牲;9;1;"Ushi, Ushihen";セイ;
1375;嫡;14;1;"Onna, Onnahen";チャク;
1631;伯;7;1;"Hito, Ninben, Hitoyane";ハク;
1887;奔;8;1;Dai;ホン;
1632;拍;8;1;Tehen;ハク、[ヒョウ];
1888;翻;18;1;Hane;ホン、ひるがえ-る、ひるがえ-す;
97;猿;13;1;"Inu, Kemonohen";エン、さる;
1889;凡;3;1;Tsukue;ボン、[ハン];
354;却;7;1;"Fushizukuri, Warifu";キャク;かえ
866;朱;6;1;"Ki, Kihen";シュ;ス、あか、あけ
1122;逝;10;1;Shinnyoo;セイ、ゆ-く、い-く;
1634;迫;8;1;Shinnyoo;ハク、せま-る;
1890;盆;9;1;Sara;ボン;
99;鉛;13;1;"Kane, Kanehen";エン、なまり;
611;拘;8;1;Tehen;コウ;かかわ
1379;沖;7;1;"Mizu, Sanzui, Shitamizu";チュウ、おき;
1891;麻;11;1;Asa;マ、あさ;
356;脚;11;1;"Niku, Nikuzuki";キャク、[キャ]、あし;
868;狩;9;1;"Inu, Kemonohen";シュ、か-る、か-り;
1124;盛;11;1;Sara;セイ、[ジョウ]、も-る、さか-る、さか-ん;
1380;宙;8;1;Ukanmuri;チュウ;
1636;舶;11;1;"Fune, Funehen";ハク;
1892;摩;15;1;Te;マ;す
613;侯;9;1;"Hito, Ninben, Hitoyane";コウ;
1125;婿;12;1;"Onna, Onnahen";セイ、むこ;
1381;忠;8;1;"Kokoro, Risshinben, Shitagokoro";チュウ;
1637;博;12;1;Juu;ハク、[バク];ひろ
102;縁;15;1;"Ito, Itohen";エン、ふち;えにし、へり、よ
358;虐;9;1;Toragashira;ギャク、しいた-げる;
870;殊;10;1;Kabanehen;シュ、こと;
1382;抽;8;1;Tehen;チュウ;ひ
1894;魔;21;1;"Oni, Kinyoo";マ;
103;艶;19;1;Iro;エン、つや;
615;恒;9;1;"Kokoro, Risshinben, Shitagokoro";コウ;つね、づね
871;珠;10;1;"Tama, Oo";シュ;ス、ズ、たま、だま
616;洪;9;1;"Mizu, Sanzui, Shitamizu";コウ;
1128;聖;13;1;"Mimi, Mimihen";セイ;ショウ、ひじり
1640;漠;13;1;"Mizu, Sanzui, Shitamizu";バク;ひろ
361;及;3;1;No;キュウ、およ-ぶ、およ-び、およ-ぼす;
617;皇;9;1;Shiro;コウ、オウ;すめらぎ
1129;誠;13;1;"Gon, Gonben";セイ、まこと;ジョウ
1641;縛;16;1;"Ito, Itohen";バク、しば-る;
106;凹;5;1;Ukebako;オウ;
362;弓;3;1;"Yumi, Yumihen";キュウ、ゆみ;
1386;衷;10;1;"Koromo, Koromohen";チュウ;
363;丘;5;1;Ichi;キュウ、おか;ク
875;趣;15;1;"Hashiru, Soonyoo";シュ、おもむき;
1131;製;14;1;"Koromo, Koromohen";セイ;
1132;誓;14;1;"Gon, Gonben";セイ、ちか-う;
1388;鋳;15;1;"Kane, Kanehen";チュウ、い-る;ス
1900;幕;13;1;"Haba, Kinben";マク、バク;
109;往;8;1;Gyooninben;オウ;い、ゆ
1901;膜;14;1;"Niku, Nikuzuki";マク;
1134;請;15;1;"Gon, Gonben";セイ、[シン]、こ-う、う-ける;ショウ、ジョウ
111;旺;8;1;"Nichi, Nichihen";オウ;
367;朽;6;1;"Ki, Kihen";キュウ、く-ちる;
1903;又;2;1;Mata;また;
880;需;14;1;"Ame, Amekanmuri";ジュ;
1392;丁;2;1;Ichi;チョウ、テイ;ひのと
1648;鉢;13;1;"Kane, Kanehen";ハチ、[ハツ];
113;殴;8;1;Rumata;オウ、なぐ-る;
881;儒;16;1;"Hito, Ninben, Hitoyane";ジュ;
1393;弔;4;1;"Yumi, Yumihen";チョウ、とむら-う;
1905;抹;8;1;Tehen;マツ;
114;桜;10;1;"Ki, Kihen";オウ、さくら;
626;貢;10;1;"Kai, Kaihen";コウ、[ク]、みつ-ぐ;
882;樹;16;1;"Ki, Kihen";ジュ;ズ、き、た、ぎ
115;翁;10;1;Hane;オウ;おきな
371;泣;8;1;"Mizu, Sanzui, Shitamizu";キュウ、な-く;
1139;斥;5;1;"Kin, Onozukuri";セキ;しりぞ
1651;伐;6;1;"Hito, Ninben, Hitoyane";バツ;き、う
884;囚;5;1;Kunigamae;シュウ;とら
1908;慢;14;1;"Kokoro, Risshinben, Shitagokoro";マン;
373;級;9;1;"Ito, Itohen";キュウ;しな
1653;罰;14;1;Amigashira;バツ、バチ;
1909;漫;14;1;"Mizu, Sanzui, Shitamizu";マン;
118;岡;8;1;"Yama, Yamahen";[おか];コウ
374;糾;9;1;"Ito, Itohen";キュウ;ただ
630;控;11;1;Tehen;コウ、ひか-える;
1398;挑;9;1;Tehen;チョウ、いど-む;
1654;閥;14;1;Mongamae;バツ;
375;宮;10;1;Ukanmuri;キュウ、グウ、[ク]、みや;
887;秀;7;1;"Nogi, Nogihen";シュウ、ひい-でる;
1143;析;8;1;"Ki, Kihen";セキ;
1399;帳;11;1;"Haba, Kinben";チョウ;とばり
376;救;11;1;Nobun;キュウ、すく-う;ク
1912;魅;15;1;"Oni, Kinyoo";ミ;
121;憶;16;1;"Kokoro, Risshinben, Shitagokoro";オク;おぼ
889;宗;8;1;Ukanmuri;シュウ、ソウ;ソ、むね
1401;彫;11;1;Sanzukuri;チョウ、ほ-る;え
1913;岬;8;1;"Yama, Yamahen";みさき;
1146;隻;10;1;Furutori;セキ;
1402;眺;11;1;"Me, Mehen";チョウ、なが-める;
1914;密;11;1;Ukanmuri;ミツ;ひそ
123;虞;13;1;Toragashira;おそれ;グ
1147;惜;11;1;"Kokoro, Risshinben, Shitagokoro";セキ、お-しい、お-しむ;シャク
1403;釣;11;1;"Kane, Kanehen";チョウ、つ-る;
1659;帆;6;1;"Haba, Kinben";ハン、ほ;
124;乙;1;1;"Otsu, Otsunyoo";オツ;
380;窮;15;1;"Ana, Anakanmuri";キュウ、きわ-める、きわ-まる;
892;臭;9;1;Mizukara;シュウ、くさ-い、にお-う;
1916;脈;10;1;"Niku, Nikuzuki";ミャク;
637;絞;12;1;"Ito, Itohen";コウ、しぼ-る、し-める、し-まる;
1661;伴;7;1;"Hito, Ninben, Hitoyane";ハン、バン、ともな-う;とも
1917;妙;7;1;"Onna, Onnahen";ミョウ;たえ
126;卸;9;1;"Fushizukuri, Warifu";おろ-す、おろし;
638;項;12;1;Oogai;コウ;うなじ
1150;跡;13;1;"Ashi, Ashihen";セキ、あと;
639;溝;13;1;"Mizu, Sanzui, Shitamizu";コウ、みぞ;
128;恩;10;1;"Kokoro, Risshinben, Shitagokoro";オン;
1920;矛;5;1;Hoko;ム、ほこ;
385;拒;8;1;Tehen;キョ、こば-む;
1153;籍;20;1;"Take, Takekanmuri";セキ;
1409;腸;13;1;"Niku, Nikuzuki";チョウ;はらわた
130;穏;16;1;"Nogi, Nogihen";オン、おだ-やか;
386;拠;8;1;Tehen;キョ、コ;よりどころ、よ
642;綱;14;1;"Ito, Itohen";コウ、つな;
1410;跳;13;1;"Ashi, Ashihen";チョウ、は-ねる、と-ぶ;
387;挙;10;1;Te;キョ、あ-げる、あ-がる;コ
643;酵;14;1;"Tori, Torihen";コウ;
899;就;12;1;Dainomageashi;シュウ、[ジュ]、つ-く、つ-ける;な
1411;徴;14;1;Gyooninben;チョウ;
1667;班;10;1;"Tama, Oo";ハン;
388;虚;11;1;Toragashira;キョ、[コ];むな
644;稿;15;1;"Nogi, Nogihen";コウ;
900;衆;12;1;Chi;シュウ、[シュ];ス
1156;拙;8;1;Tehen;セツ、つたな-い;
1668;畔;10;1;"Ta, Tahen";ハン;ほとり、あぜ、くろ、ぐろ
1924;霧;19;1;"Ame, Amekanmuri";ム、きり;
645;興;16;1;Usu;コウ、キョウ、おこ-る、おこ-す;お
1157;窃;9;1;"Ana, Anakanmuri";セツ;
1413;潮;15;1;"Mizu, Sanzui, Shitamizu";チョウ、しお;うしお
390;距;12;1;"Ashi, Ashihen";キョ;
646;衡;16;1;Gyoogamae;コウ;
902;愁;13;1;"Kokoro, Risshinben, Shitagokoro";シュウ、うれ-える、うれ-い;
1414;澄;15;1;"Mizu, Sanzui, Shitamizu";チョウ、す-む、す-ます;
647;鋼;16;1;"Kane, Kanehen";コウ、はがね;
903;酬;13;1;"Tori, Torihen";シュウ;むく
904;醜;17;1;"Tori, Torihen";シュウ、みにく-い;しこ
1416;聴;17;1;"Mimi, Mimihen";チョウ、き-く;
649;購;17;1;"Kai, Kaihen";コウ;あがな
1161;摂;13;1;Tehen;セツ;と
1417;懲;18;1;"Kokoro, Risshinben, Shitagokoro";チョウ、こ-りる、こ-らす、こ-らしめる;
1673;搬;13;1;Tehen;ハン;
394;凶;4;1;Ukebako;キョウ;
906;襲;22;1;"Koromo, Koromohen";シュウ、おそ-う;かさ
1674;煩;13;1;"Hi, Hihen, Renga";ハン、[ボン]、わずら-う、わずら-わす;
139;佳;8;1;"Hito, Ninben, Hitoyane";カ;ケ、よ
1419;勅;9;1;Chikara;チョク;みことのり
1675;頒;13;1;Oogai;ハン;
1931;盟;13;1;Sara;メイ;
908;汁;5;1;"Mizu, Sanzui, Shitamizu";ジュウ、しる;
1164;舌;6;1;Shita;ゼツ、した;
1676;範;15;1;"Take, Takekanmuri";ハン;のり
1932;銘;14;1;"Kane, Kanehen";メイ;
397;狂;7;1;"Inu, Kemonohen";キョウ、くる-う、くる-おしい;
653;拷;9;1;Tehen;ゴウ;
909;充;6;1;Hitoashi;ジュウ、あ-てる;み
1677;繁;16;1;"Ito, Itohen";ハン;しげ
654;剛;10;1;"Katana, Rittoo";ゴウ;コウ、つよ
1678;藩;18;1;Kusakanmuri;ハン;
1934;滅;13;1;"Mizu, Sanzui, Shitamizu";メツ、ほろ-びる、ほろ-ぼす;メチ
399;享;8;1;Nabebuta;キョウ;
1423;朕;10;1;"Tsuki, Tsukihen";チン;
1935;免;8;1;Hitoashi;メン、まぬか-れる;
656;豪;14;1;Inoko;ゴウ;つよ
1168;仙;5;1;"Hito, Ninben, Hitoyane";セン;
1424;陳;11;1;Kozatohen;チン;ジン、の
145;架;9;1;"Ki, Kihen";カ、か-ける、か-かる;
657;克;7;1;Hitoashi;コク;か、よ
913;従;10;1;Gyooninben;ジュウ、[ショウ]、[ジュ]、したが-う、したが-える;
1681;蛮;12;1;"Mushi, Mushihen";バン;
914;渋;11;1;"Mizu, Sanzui, Shitamizu";ジュウ、しぶ、しぶ-い、しぶ-る;
1426;鎮;18;1;"Kane, Kanehen";チン、しず-める、しず-まる;
1682;盤;15;1;Sara;バン;ハン
403;峡;9;1;"Yama, Yamahen";キョウ;
915;銃;14;1;"Kane, Kanehen";ジュウ;
1171;宣;9;1;Ukanmuri;セン;のたま、の
1939;茂;8;1;Kusakanmuri;モ、しげ-る;ム
916;獣;16;1;"Inu, Kemonohen";ジュウ、けもの;
1428;椎;12;1;"Ki, Kihen";ツイ;しい
1940;模;14;1;"Ki, Kihen";モ、ボ;
149;華;10;1;Kusakanmuri;カ、[ケ]、はな;
405;狭;9;1;"Inu, Kemonohen";キョウ、せま-い、せば-める、せば-まる;さ
917;縦;16;1;"Ito, Itohen";ジュウ、たて;ショウ、ほしいまま
1429;墜;15;1;"Tsuchi, Tsuchihen";ツイ;お
1685;妃;6;1;"Onna, Onnahen";ヒ;
918;叔;8;1;Mata;シュク;
1942;妄;6;1;"Onna, Onnahen";モウ、ボウ;
407;恭;10;1;"Kokoro, Risshinben, Shitagokoro";キョウ、うやうや-しい;ク
663;穀;14;1;"Nogi, Nogihen";コク;
1943;盲;8;1;"Me, Mehen";モウ;
152;渦;12;1;"Mizu, Sanzui, Shitamizu";カ、うず;
664;酷;14;1;"Tori, Torihen";コク;きび
1176;染;9;1;"Ki, Kihen";セン、そ-める、そ-まる、し-みる、し-み;
1432;塚;12;1;"Tsuchi, Tsuchihen";つか;
1944;耗;10;1;Sukihen;モウ、[コウ];
409;脅;10;1;"Niku, Nikuzuki";キョウ、おびや-かす、おど-す、おど-かす;おび
665;獄;14;1;"Inu, Kemonohen";ゴク;ひとや
921;淑;11;1;"Mizu, Sanzui, Shitamizu";シュク;しと、よ
1177;扇;10;1;"To, Tokanmuri";セン、おうぎ;
1433;漬;14;1;"Mizu, Sanzui, Shitamizu";つ-ける、つ-かる;
1689;披;8;1;Tehen;ヒ;
1945;猛;11;1;"Inu, Kemonohen";モウ;たけだけ、たけ
154;嫁;13;1;"Onna, Onnahen";カ、よめ、とつ-ぐ;
922;粛;11;1;Fudezukuri;シュク;
1178;栓;10;1;"Ki, Kihen";セン;
1434;坪;8;1;"Tsuchi, Tsuchihen";つぼ;
1690;肥;8;1;"Niku, Nikuzuki";ヒ、こ-える、こえ、こ-やす、こ-やし;
1946;網;14;1;"Ito, Itohen";モウ、あみ;
155;暇;13;1;"Nichi, Nichihen";カ、ひま;いとま
667;駒;15;1;"Uma, Umahen";こま;ク
923;縮;17;1;"Ito, Itohen";シュク、ちぢ-む、ちぢ-まる、ちぢ-める、ちぢ-れる、ちぢ-らす;
1179;旋;11;1;"Hoo, Hoohen";セン;つ
156;禍;13;1;"Shimesu, Shimesuhen";カ;ワ
412;郷;11;1;Oozato;キョウ、ゴウ;さと
924;塾;14;1;"Tsuchi, Tsuchihen";ジュク;
1436;鶴;21;1;Tori;つる;カク
1692;卑;9;1;Juu;ヒ、いや-しい、いや-しむ、いや-しめる;
1948;黙;15;1;Kuro;モク、だま-る;もだ
925;熟;15;1;"Hi, Hihen, Renga";ジュク、う-れる;
158;寡;14;1;Ukanmuri;カ;やもめ
1438;呈;7;1;"Kuchi, Kuchihen";テイ;
1950;紋;10;1;"Ito, Itohen";モン;
415;矯;17;1;"Ya, Yahen";キョウ、た-める;
1439;廷;7;1;Ennyoo;テイ;
1695;秘;10;1;"Nogi, Nogihen";ヒ、ひ-める;
160;箇;14;1;"Take, Takekanmuri";カ;
416;鏡;19;1;"Kane, Kanehen";キョウ、かがみ;
672;昆;8;1;"Nichi, Nichihen";コン;
1952;冶;7;1;Nisui;ヤ;
161;稼;15;1;"Nogi, Nogihen";カ、かせ-ぐ;
673;恨;9;1;"Kokoro, Risshinben, Shitagokoro";コン、うら-む、うら-めしい;
929;俊;9;1;"Hito, Ninben, Hitoyane";シュン;
418;響;20;1;Oto;キョウ、ひび-く;
1186;践;13;1;"Ashi, Ashihen";セン;ふ
1698;扉;12;1;"To, Tokanmuri";ヒ、とびら;
163;蚊;10;1;"Mushi, Mushihen";か;
419;驚;22;1;"Uma, Umahen";キョウ、おどろ-く、おどろ-かす;
931;瞬;18;1;"Me, Mehen";シュン、またた-く;
1443;抵;8;1;Tehen;テイ;
1955;弥;8;1;"Yumi, Yumihen";や;ビ、ミ、わた
420;仰;6;1;"Hito, Ninben, Hitoyane";ギョウ、[コウ]、あお-ぐ、おお-せ;
932;旬;6;1;"Nichi, Nichihen";ジュン、[シュン];
1188;銭;14;1;"Kane, Kanehen";セン、ぜに;
1444;邸;8;1;Oozato;テイ;やしき
1700;碑;14;1;"Ishi, Ishihen";ヒ;いしぶみ
1956;厄;4;1;Gandare;ヤク;
421;暁;12;1;"Nichi, Nichihen";ギョウ、あかつき;キョウ
933;巡;6;1;Magarigawa;ジュン、めぐ-る;
1189;潜;15;1;"Mizu, Sanzui, Shitamizu";セン、ひそ-む、もぐ-る;くぐ
1445;亭;9;1;Nabebuta;テイ;チン
1701;罷;15;1;Amigashira;ヒ;まか、や
166;我;7;1;"Hokogamae, Hokozukuri";ガ、われ、わ;
678;紺;11;1;"Ito, Itohen";コン;
934;盾;9;1;"Me, Mehen";ジュン、たて;
1446;貞;9;1;"Kai, Kaihen";テイ;ジョウ
1702;避;16;1;Shinnyoo;ヒ、さ-ける;
423;凝;16;1;Nisui;ギョウ、こ-る、こ-らす;
679;魂;14;1;"Oni, Kinyoo";コン、たましい;
935;准;10;1;Nisui;ジュン;
1191;遷;15;1;Shinnyoo;セン;うつ
1447;帝;9;1;"Haba, Kinben";テイ;タイ、みかど
1703;尾;7;1;Shikabane;ビ、お;ミ
1959;訳;11;1;"Gon, Gonben";ヤク、わけ;
168;芽;8;1;Kusakanmuri;ガ、め;
680;墾;16;1;"Tsuchi, Tsuchihen";コン;
936;殉;10;1;Kabanehen;ジュン;
1448;訂;9;1;"Gon, Gonben";テイ;
1704;眉;9;1;"Me, Mehen";ビ、[ミ]、まゆ;
169;賀;12;1;"Kai, Kaihen";ガ;カ
681;懇;17;1;"Kokoro, Risshinben, Shitagokoro";コン、ねんご-ろ;
1193;薦;16;1;Kusakanmuri;セン、すす-める;
1961;躍;21;1;"Ashi, Ashihen";ヤク、おど-る;
170;雅;13;1;Furutori;ガ;みやび
938;循;12;1;Gyooninben;ジュン;
1194;繊;17;1;"Ito, Itohen";セン;
1450;逓;10;1;Shinnyoo;テイ;
171;餓;15;1;"Shoku, Shokuhen";ガ;う
683;佐;7;1;"Hito, Ninben, Hitoyane";サ;たす
1195;鮮;17;1;"Uo, Uohen";セン、あざ-やか;
1707;微;13;1;Gyooninben;ビ;ミ、かす
684;沙;7;1;"Mizu, Sanzui, Shitamizu";サ;シャ、すな
1452;偵;11;1;"Hito, Ninben, Hitoyane";テイ;
429;斤;4;1;"Kin, Onozukuri";キン;
941;潤;15;1;"Mizu, Sanzui, Shitamizu";ジュン、うるお-う、うるお-す、うる-む;
1453;堤;12;1;"Tsuchi, Tsuchihen";テイ、つつみ;
942;遵;15;1;Shinnyoo;ジュン;
1454;提;12;1;Tehen;テイ、さ-げる;ダイ、ひっさ、ひ
1966;愉;12;1;"Kokoro, Risshinben, Shitagokoro";ユ;たの
687;唆;10;1;"Kuchi, Kuchihen";サ、そそのか-す;
1967;諭;16;1;"Gon, Gonben";ユ、さと-す;
1200;禅;13;1;"Shimesu, Shimesuhen";ゼン;
1456;艇;13;1;"Fune, Funehen";テイ;
177;戒;7;1;"Hokogamae, Hokozukuri";カイ、いまし-める;
433;菌;11;1;Kusakanmuri;キン;
689;詐;12;1;"Gon, Gonben";サ;いつわ
1201;漸;14;1;"Mizu, Sanzui, Shitamizu";ゼン;ようや
1457;締;15;1;"Ito, Itohen";テイ、し-まる、し-める;
1713;泌;8;1;"Mizu, Sanzui, Shitamizu";ヒツ、ヒ;
1969;癒;18;1;Yamaidare;ユ、い-える、い-やす;
690;鎖;18;1;"Kane, Kanehen";サ、くさり;と
1970;唯;11;1;"Kuchi, Kuchihen";ユイ、[イ];た
179;怪;8;1;"Kokoro, Risshinben, Shitagokoro";カイ、あや-しい、あや-しむ;ケ
435;琴;12;1;"Tama, Oo";キン、こと;ゴン
947;庶;11;1;Madare;ショ;
1203;繕;18;1;"Ito, Itohen";ゼン、つくろ-う;
1715;姫;10;1;"Onna, Onnahen";ひめ;キ
180;拐;8;1;Tehen;カイ;かどわか
436;筋;12;1;"Take, Takekanmuri";キン、すじ;
1204;狙;8;1;"Inu, Kemonohen";ソ、ねら-う;
181;悔;9;1;"Kokoro, Risshinben, Shitagokoro";カイ、く-いる、く-やむ、くや-しい;ゲ
1205;阻;8;1;Kozatohen;ソ、はば-む;
1461;笛;11;1;"Take, Takekanmuri";テキ、ふえ;
1462;摘;14;1;Tehen;テキ、つ-む;
1974;幽;9;1;Itogashira;ユウ;かす
439;緊;15;1;"Ito, Itohen";キン;し
695;災;7;1;"Hi, Hihen, Renga";サイ、わざわ-い;
1207;租;10;1;"Nogi, Nogihen";ソ;
1719;俵;10;1;"Hito, Ninben, Hitoyane";ヒョウ、たわら;
1975;悠;11;1;"Kokoro, Risshinben, Shitagokoro";ユウ;はる
440;錦;16;1;"Kane, Kanehen";キン、にしき;
1208;素;10;1;"Ito, Itohen";ソ、ス;もと、しろ
1720;票;11;1;"Shimesu, Shimesuhen";ヒョウ;
441;謹;17;1;"Gon, Gonben";キン、つつし-む;
697;采;8;1;Nogome;サイ;
953;如;6;1;"Onna, Onnahen";ジョ、ニョ;ごと、し
1209;措;11;1;Tehen;ソ;お
1465;敵;15;1;Nobun;テキ、かたき;
1977;湧;12;1;"Mizu, Sanzui, Shitamizu";ユウ、わ-く;
442;襟;18;1;"Koromo, Koromohen";キン、えり;
698;砕;9;1;"Ishi, Ishihen";サイ、くだ-く、くだ-ける;
1210;粗;11;1;"Kome, Komehen";ソ、あら-い;ほぼ
1722;漂;14;1;"Mizu, Sanzui, Shitamizu";ヒョウ、ただよ-う;
1978;猶;12;1;"Inu, Kemonohen";ユウ;なお
443;吟;7;1;"Kuchi, Kuchihen";ギン;
699;宰;10;1;Ukanmuri;サイ;
955;序;7;1;Madare;ジョ;つい
1467;迭;8;1;Shinnyoo;テツ;
1979;裕;12;1;"Koromo, Koromohen";ユウ;ユ
700;栽;10;1;"Ki, Kihen";サイ;
956;叙;9;1;Mata;ジョ;
1212;疎;12;1;Hiki;ソ、うと-い、うと-む;まば
